"name","brand","ean","price","grammage","category","sale","image"
"REWE Regional Hähnchenschenkel natur","REWE Regional","2720810000004","1.8","1 Stück ca. 300 g (1 kg = 5,99 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7811455/32476351_digital-image.png"
"Wiltmann Leber-Pastete mit Geflügelfleisch und Preiselbeeren 100g","Wiltmann","4001956401541","2.39","100g (1 kg = 23,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3260003/20361474_digital-image.png"
"REWE Regional Hähnchen Unterschenkel gewürzt 600g","REWE Regional","4337256422567","3.99","600g (1 kg = 6,65 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7810313/36096797_digital-image.png"
"REWE Regional Puten Innenbrustfilet geschnitten 400g","REWE Regional","4337256422161","5.99","400g (1 kg = 14,98 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7810147/36096719_digital-image.png"
"Wilhelm Brandenburg Gelbwurst mit Petersilie 100g","Wilhelm Brandenburg","4337256883283","1.49","100g (1 kg = 14,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0459304/12361540_digital-image.png"
"Black Angus Rinder-Entrecôte ca. 250g","NA","2272590000007","14.98","1 Stück ca. 250 g (1 kg = 59,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7831126/36339376_digital-image.png"
"Wilhelm Brandenburg Geflügel Gelbwurst 100g","Wilhelm Brandenburg","4337256274708","2.29","100g (1 kg = 22,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7168426/27521778_digital-image.png"
"REWE Regional Chicken Wings gewürzt 400g","REWE Regional","4337256422963","2.99","400g (1 kg = 7,48 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8734493/37249362_digital-image.png"
"Herta Genuss Momente Farmerschinken 100g","Herta","4000582309290","2.29","100g (1 kg = 22,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2534913/24535813_digital-image.png"
"Wiltmann Braunschweiger Mettwurst 200g","Wiltmann","4001956265266","2.89","200g (1 kg = 14,45 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7036337/3393410_digital-image.png"
"Nürnberger Rostbratwurst 200g","Nürnberger","4006482100159","2.49","200g (1 kg = 12,45 €)","Fleisch & Fisch","False","https://img.rewe-static.de/5281865/5526380_digital-image.png"
"SOTO Bio Falafel Traditionell 200g","SOTO","4026584133640","2.99","200g (1 kg = 14,95 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9864419/48939662_digital-image.png"
"REWE Regional Rinderhackfleisch 400g","REWE Regional","4337256460972","7.99","400g (1 kg = 19,98 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8766084/36713090_digital-image.png"
"Wiltmann Feinschmecker-Salami 200g","Wiltmann","4001956211386","5.29","200g (1 kg = 26,45 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1319231/22291957_digital-image.png"
"REWE Regional Hähnchens Minutenschnitzel mit Paprika-Marinade 400g","REWE Regional","4337256422796","5.99","400g (1 kg = 14,98 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8732487/36096806_digital-image.png"
"Wiesbauer Gourmet Aufschnitt 90g","Wiesbauer","9002668539053","1.89","90g (1 kg = 21 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8865063/46624633_digital-image.png"
"Wiltmann Rauchsalami 80g","Wiltmann","4001956315411","2.29","80g (1 kg = 28,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/6035493/2478970_digital-image.png"
"Putepur Puten Debreziner 200g","NA","4009335087546","3.19","200g (1 kg = 15,95 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0896675/2454580_digital-image.png"
"Handl Tyrol Veggie Wurzerl Klassik vegan 60g","Handl Tyrol","9001745011475","1.99","60g (1 kg = 33,17 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7674348/40933784_digital-image.png"
"Berger Bio Mini Alpen Käsekrainer 192g","Berger","9001455015817","3.79","192g (1 kg = 19,74 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8423757/31223502_digital-image.png"
"REWE Regional Puten Innenbrustfilet 400g","REWE Regional","4337256418591","5.99","400g (1 kg = 14,98 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8729757/36096716_digital-image.png"
"Butcher's Barbecue Schweine Hüftsteaks Tomate Bärlauch 2 Stück 300g","Butchers","4337256902014","3.99","300g (1 kg = 13,30 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9934484/48587412_digital-image.png"
"Aoste Stickado-Brot mit Salami 90g","Aoste","4022813198503","1.79","90g (1 kg = 19,89 €)","Fleisch & Fisch","True","https://img.rewe-static.de/9062274/42596370_digital-image.png"
"REWE Regional Schweinehackfleisch 500g","REWE Regional","4337256594974","4.99","500g","Fleisch & Fisch","False","https://img.rewe-static.de/7701682/40054830_digital-image.png"
"Handl Tyrol milde Tyrolini 40g","Handl Tyrol","9001745051624","1.79","40g (1 kg = 44,75 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2477013/23986696_digital-image.png"
"REWE Regional Hähnchenflügel 1kg","REWE Regional","4337256417419","5.99","1000g","Fleisch & Fisch","False","https://img.rewe-static.de/8732912/37249359_digital-image.png"
"REWE Bio Schweine-Rückensteak Paprika 2 Stück","REWE Bio","2795780000002","8.07","1 Stück ca. 270 g (1 kg = 29,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1346540/30747120_digital-image.png"
"Höhenrainer Puten-Käsekrainer 200g","Höhenrainer","4009335087744","3.29","200g (1 kg = 16,45 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0896691/23854478_digital-image.png"
"REWE Regional Putenmedaillons 400g","REWE Regional","4337256419437","5.99","400g (1 kg = 14,98 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8731525/36096725_digital-image.png"
"endori vegane chicken sticks chili cheese style 180g","endori","4251349108346","2.99","180g (1 kg = 16,61 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9893677/47792520_digital-image.png"
"Handl Tyrol Knabbersticks 80g","Handl Tyrol","9001745084554","1.99","80g (1 kg = 24,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8861868/39266199_digital-image.png"
"Pick Puszta Kolbasz 70g","Pick","5998003111555","1.99","70g (1 kg = 28,43 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1906727/23752049_digital-image.png"
"Wiltmann Bio Peperoni Salami 80g","Wiltmann","4001956215643","2.69","80g (1 kg = 33,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8745034/36653086_digital-image.png"
"Metzgerei Vinzenzmurr Münchner Weißwurst 4 Stück","Vinzenzmurr","4006018427705","4.99","280g (1 kg = 17,82 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1026450/40208336_digital-image.png"
"Wiltmann Trüffelsalami 80g","Wiltmann","4001956212086","2.29","80g (1 kg = 28,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7087728/36866491_digital-image.png"
"Berger Wellness-Schinken 100g","Berger","9001455032456","2.59","100g (1 kg = 25,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8282647/32998129_digital-image.png"
"Wilhelm Brandenburg Bratensülze 350g","Wilhelm Brandenburg","4337256647656","3.49","350g (1 kg = 9,97 €)","Fleisch & Fisch","True","https://img.rewe-static.de/0185226/23625278_digital-image.png"
"Berger Alpen-Käsekrainer 340g","Berger","9001455000165","4.99","340g (1 kg = 14,68 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1179545/25278479_digital-image.png"
"REWE Regional Chicken Wings 400g","REWE Regional","4337256419024","2.99","400g (1 kg = 7,48 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8730285/36096810_digital-image.png"
"Wilhelm Brandenburg Gelbwurst 100g","Wilhelm Brandenburg","4337256863902","1.49","100g (1 kg = 14,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0489064/12361530_digital-image.png"
"EatHappy Sushi California Teriyaki Thunfisch 217g","EatHappy","4260372060200","7.99","217g (1 kg = 36,82 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8437576/31048966_digital-image.png"
"Wilhelm Brandenburg Wurstsalat mit Dressing 300g","Wilhelm Brandenburg","4337256244145","2.99","300g (1 kg = 9,97 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7036891/29814568_digital-image.png"
"Handl Alpenschinken 350g","Handl Tyrol","9001745061432","7.99","350g (1 kg = 22,83 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7068098/26772763_digital-image.png"
"Meine Lieblinge Louisiana Flusskrebse gekocht&geschält 80g","NA","4064872001509","2.99","80g (1 kg = 37,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9845769/49085871_digital-image.png"
"Gazi Bio Tempeh gegrillt 200g","Gazi","4002566031159","4.49","200g (1 kg = 22,45 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8792006/37459594_digital-image.png"
"Wilhelm Brandenburg Lyoner in Scheiben für Wurstsalat 400g","Wilhelm Brandenburg","4337256338455","4.29","400g (1 kg = 10,73 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7037067/28048005_digital-image.png"
"Wiltmann Salamissimo Mini-Salamis Klassik 80g","Wiltmann","4001956258015","2.59","80g (1 kg = 32,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8909829/39186616_digital-image.png"
"Meica Bratmaxe Käse Bratwurst 4 Stück 250g","Meica","4000503184401","4.69","250g (1 kg = 18,76 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9886423/48970663_digital-image.png"
"Meica Bratmaxe Geflügel 313g","Meica","4000503181301","4.79","313g (1 kg = 15,30 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2786847/31580460_digital-image.png"
"Chicken-Wings hot 850g","NA","4260532790275","5.55","850g (1 kg = 6,53 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8689219/36836078_digital-image.png"
"Handl Tiroler Schinkenspeck Heu 60g","Handl Tyrol","9001745050269","2.29","60g (1 kg = 38,17 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7924171/34183235_digital-image.png"
"Wiltmann Bio Hauchfein Hähnchenbrust Honig 60g","Wiltmann","4001956316128","2.59","60g (1 kg = 43,17 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8968009/40210319_digital-image.png"
"EatHappy Poké Bowl Lachs 410g","EatHappy","4260372062198","9.99","410g (1 kg = 24,37 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8440216/31049029_digital-image.png"
"Homann Metzger Geflügelsalat 150g","Homann","8710506088588","2.29","150g (1 kg = 15,27 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9016073/42134949_digital-image.png"
"REWE Regional Hähnchenflügel gewürzt 1kg","REWE Regional","4337256410045","5.99","1000g","Fleisch & Fisch","False","https://img.rewe-static.de/8734227/37249361_digital-image.png"
"Wiltmann Tiroler Salami mit Käse 80g","Wiltmann","4001956315718","2.29","80g (1 kg = 28,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1928472/23689213_digital-image.png"
"REWE Regional Hähnchenschenkel mit Rückenstück 1,1kg","REWE Regional","4337256422734","5.98","1100g (1 kg = 5,44 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7810387/37218209_digital-image.png"
"Wolf Bayerischer Wurstsalat 200g","Wolf","4042115089163","4.19","2x200g (1 kg = 10,48 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0377618/2617110_digital-image.png"
"Wiesbauer Bergsteiger Junior 80g","Wiesbauer","9002668001659","1.79","80g (1 kg = 22,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7841672/35063673_digital-image.png"
"Handl Tyrol Bio Würfel vom Schopfspeck 80g","Handl Tyrol","9001745082413","3.19","80g (1 kg = 39,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7992097/39608982_digital-image.png"
"Handl Tyrol Südtiroler Speck 400g","Handl Tyrol","9001745044312","10.49","400g (1 kg = 26,23 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2356212/24265879_digital-image.png"
"BiFi Veggie Roll 2x40g","BiFi","4251097415420","1.99","80g (1 kg = 24,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7793183/36361038_digital-image.png"
"Vinzenzmurr Regensburger 4 Stück","Vinzenzmurr","4006018635056","5.99","325g (1 kg = 19,97 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1008219/16235800_digital-image.png"
"Aoste Stickado Hot Chili 70g","Aoste","3449865272011","1.79","70g (1 kg = 25,57 €)","Fleisch & Fisch","True","https://img.rewe-static.de/3251922/26665498_digital-image.png"
"Vinzenzmurr Käseknacker 220g","Vinzenzmurr","4006018634974","4.79","220g (1 kg = 21,77 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1008189/31262859_digital-image.png"
"Metzgerei Vinzenzmurr Rote Bratwurst 300g","Vinzenzmurr","4006018436202","4.79","300g (1 kg = 15,97 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7144932/40210003_digital-image.png"
"REWE Regional Schweine-Schälrippe","REWE Regional","2725830000003","2.38","1 Stück ca. 200 g (1 kg = 11,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7788209/24719641_digital-image.png"
"EatHappy Sushi Veggie Premium Box vegan 384g","EatHappy","4260372060804","11.99","384g (1 kg = 31,22 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8440223/31049075_digital-image.png"
"Handl Tyrol Scharfe Tyrolini XXL 80g","Handl Tyrol","9001745062644","2.99","80g (1 kg = 37,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7228820/29283781_digital-image.png"
"Artysan Chorizo extra mild 250g","NA","8423610071000","3.89","250g (1 kg = 15,56 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7137112/28016826_digital-image.png"
"REWE Regional Schweine-Nacken ohne Knochen 800g","REWE Regional","2727500000009","9.59","1 Stück ca. 800 g (1 kg = 11,99 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7788679/36712998_digital-image.png"
"Feinkost Popp Heringssalat 3x40g","Popp","4045800301335","1.89","3x40g (1 kg = 15,75 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8099382/29366174_digital-image.png"
"Recla Südtiroler Speck Alto Adige 150g","Recla","8019315243820","3.99","150g (1 kg = 26,60 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7937550/32787145_digital-image.png"
"REWE Regional Schweine-Bauch ohne Knochen 500g","REWE Regional","2725350000002","4.95","1 Stück ca. 500 g (1 kg = 9,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8762483/36713016_digital-image.png"
"REWE Regional Schweine-Nackensteaks","REWE Regional","2742460000005","2.2","1 Stück ca. 200 g (1 kg = 10,99 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8764297/36713019_digital-image.png"
"Wiltmann Bio Kräuter Salami 80g","Wiltmann","4001956215698","2.69","80g (1 kg = 33,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8971132/40084172_digital-image.png"
"Handl Tyrol Schinkenspeck Würfel mild würzig 100g","Handl Tyrol","9001745049355","2.69","100g (1 kg = 26,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2356211/27019768_digital-image.png"
"Natsu Onigiri Shiitake Sojasauce vegan 100g","Natsu","4045851039379","2.99","100g (1 kg = 29,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8378129/33069318_digital-image.png"
"Villani Prosciutto San Daniele 100g","NA","8002974032300","7.99","100g (1 kg = 79,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2805632/27359959_digital-image.png"
"Adria d'Oro Prosciutto 90g","NA","3850133807369","2.99","90g (1 kg = 33,22 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8384490/32864392_digital-image.png"
"Reinert Bärchenwurst Mortadella 115g","Reinert","4006229015579","2.39","115g (1 kg = 20,78 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1435974/20680757_digital-image.png"
"REWE Bio Schinkenwürfel 100g","REWE Bio","4337256806459","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9069096/42682822_digital-image.png"
"Billie Green Vegane Schinkenwürfel 3x30g","Billie Green","4099498000230","1.59","90g (1 kg = 17,67 €)","Fleisch & Fisch","True","https://img.rewe-static.de/7780106/36494928_digital-image.png"
"Wilhelm Brandenburg Zungenrotwurst 100g","Wilhelm Brandenburg","4337256636629","1.99","100g (1 kg = 19,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0489053/8694120_digital-image.png"
"REWE Bio Wiener Würstchen 200g","REWE Bio","4337256986380","3.19","200g (1 kg = 15,95 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0204042/3470510_digital-image.png"
"Wilhelm Brandenburg Aufschnitt-Trio 100g","Wilhelm Brandenburg","4337256883177","1.59","100g (1 kg = 15,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0489045/18850510_digital-image.png"
"Rügenwalder Mühle Mühlen-Frikadellen Geflügel 165g","Rügenwalder Mühle","4000405002605","2.69","165g (1 kg = 16,30 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1402241/20251343_digital-image.png"
"Rügenwalder Mühle Mühlen-Frikadellen klassisch 165g","Rügenwalder Mühle","4000405002612","2.69","165g (1 kg = 16,30 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1402243/20251340_digital-image.png"
"Ferdi Fuchs Mini-Salami 4x12,5g","Ferdi Fuchs","4006639178093","1.59","4x12,50g (1 kg = 31,80 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0577145/28305865_digital-image.png"
"REWE Bio Geflügelsalami mit Palmfett 70g","REWE Bio","4337256907576","1.95","70g (1 kg = 27,86 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1396702/21127756_digital-image.png"
"REWE Feine Welt Trüffel Salami 80g","REWE Feine Welt","4337256660402","3.69","80g (1 kg = 46,13 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2927422/25598759_digital-image.png"
"REWE Beste Wahl Dino Nuggets vegan 250g","REWE Beste Wahl","4337256675000","1.69","250g (1 kg = 6,76 €)","Fleisch & Fisch","True","https://img.rewe-static.de/8969656/40979398_digital-image.png"
