"name","brand","ean","price","grammage","category","sale","image"
"REWE Beste Wahl Fischburger Alaska-Seelachs 4x62,5g, 250g","REWE Beste Wahl","4337256499163","1.49","250g (1 kg = 5,96 €)","Grillsaison","False","https://img.rewe-static.de/8069624/29846415_digital-image.png"
"P&W Hamburger Sauce 425g","P&W","5701018058711","1.99","425g (1 kg = 4,68 €)","Grillsaison","False","https://img.rewe-static.de/7669110/39325345_digital-image.png"
"REWE Beste Wahl Zwiebelbaguette 250g","REWE Beste Wahl","4337256706148","1.99","250g (1 kg = 7,96 €)","Grillsaison","False","https://img.rewe-static.de/8308124/29619904_digital-image.png"
"REWE to go Guacamole mild 150g","REWE to go","4337256100366","2.59","150g (1 kg = 17,27 €)","Grillsaison","False","https://img.rewe-static.de/7193923/27717441_digital-image.png"
"REWE Beste Wahl Thunfisch Steaks 250g, 2 Portionen","REWE Beste Wahl","4337256957243","4.99","250g (1 kg = 19,96 €)","Grillsaison","False","https://img.rewe-static.de/8359596/30352584_digital-image.png"
"Costa Lachsfilets 420g","Costa","4008467094248","16.79","420g (1 kg = 39,98 €)","Grillsaison","False","https://img.rewe-static.de/7702938/38972474_digital-image.png"
"Milram Frühlings Quark 185g","Milram","40466064","0.99","185g (1 kg = 5,35 €)","Grillsaison","True","https://img.rewe-static.de/8414357/31580584_digital-image.png"
"Steinhaus Krakauer 500g","Steinhaus","4009337655835","4.44","500g (1 kg = 8,88 €)","Grillsaison","False","https://img.rewe-static.de/2714531/5327350_digital-image.png"
"Simply V Hirte Mild vegan 150g","Simply V","4260444961268","2.99","150g (1 kg = 19,93 €)","Grillsaison","False","https://img.rewe-static.de/8627246/33360948_digital-image.png"
"Cremissimo Eis Bourbon Vanille vegan 825ml","Cremissimo","8711327618671","3.99","825ml (1 l = 4,84 €)","Grillsaison","False","https://img.rewe-static.de/9048366/42584176_digital-image.png"
"REWE Beste Wahl Peppers mit Frischkäsecreme 150g","REWE Beste Wahl","4337256714242","2.29","150g (1 kg = 15,27 €)","Grillsaison","False","https://img.rewe-static.de/7639784/41923246_digital-image.png"
"REWE Bio Geflügelbratwurst 160g","REWE Bio","4337256905107","3.49","160g (1 kg = 21,81 €)","Grillsaison","False","https://img.rewe-static.de/7183743/27515306_digital-image.png"
"Followfish Bio-Lachs-Filets 200g","Followfish","4250073439818","9.99","200g (1 kg = 49,95 €)","Grillsaison","False","https://img.rewe-static.de/0760540/6797910_digital-image.png"
"Rügenwalder Mühle Vegane Mühlen Rostbratwürstchen 180g","Rügenwalder Mühle","4000405001523","2.69","180g (1 kg = 14,94 €)","Grillsaison","True","https://img.rewe-static.de/7895319/33001329_digital-image.png"
"REWE Bio Limettensaft 250ml","REWE Bio","4337256243841","1.89","250ml (1 l = 7,56 €)","Grillsaison","False","https://img.rewe-static.de/7237532/28148091_digital-image.png"
"REWE Feine Welt Pistazieneiscreme 480ml","REWE Feine Welt","4337256241519","2.99","480ml (1 l = 6,23 €)","Grillsaison","False","https://img.rewe-static.de/2849654/25367136_digital-image.png"
"Rotkäppchen Sekt halbtrocken 0,75l","Rotkäppchen-Mumm","4400066903530","4.99","0,75l (1 l = 6,65 €)","Grillsaison","False","https://img.rewe-static.de/6242880/1807160_digital-image.png"
"Valensina Orange Mango Ananas 1l","Valensina","4009491022085","2.49","1l","Grillsaison","False","https://img.rewe-static.de/7861684/34416315_digital-image.png"
"Butcher's Barbecue Schweine Nackensteaks Smoked Paprika 2 Stück 380g","Butchers","4337256915465","4.99","380g (1 kg = 13,13 €)","Grillsaison","False","https://img.rewe-static.de/9926570/48426313_digital-image.png"
"Rotkäppchen Sekt trocken 0,75l","Rotkäppchen-Mumm","4400066903417","4.99","0,75l (1 l = 6,65 €)","Grillsaison","False","https://img.rewe-static.de/6242901/3039910_digital-image.png"
"REWE Beste Wahl Grüne & Rote Pfefferonen 150g","REWE Beste Wahl","4337256718936","2.29","150g (1 kg = 15,27 €)","Grillsaison","False","https://img.rewe-static.de/7640485/41923215_digital-image.png"
"Vivera Veganes Schnitzel Hähnchen-Art 200g","Vivera","8718300875700","2.99","200g (1 kg = 14,95 €)","Grillsaison","False","https://img.rewe-static.de/8421009/30868859_digital-image.png"
"Black Angus Rinder-Hüftsteak ca. 240g","NA","2720340000000","8.38","1 Stück ca. 240 g (1 kg = 34,90 €)","Grillsaison","False","https://img.rewe-static.de/8701612/36339382_digital-image.png"
"Erdinger Weißbier alkoholfrei 6x0,33l","Erdinger","4002103249917","5.99","6x0,33l (1 l = 3,03 €)","Grillsaison","False","https://img.rewe-static.de/0914937/7624570_digital-image.png"
"REWE Bio + vegan Bio Gemüse Quinoa Ecken 200g","REWE Bio","4337256750868","1.79","200g (1 kg = 8,95 €)","Grillsaison","True","https://img.rewe-static.de/9120040/42615803_digital-image.png"
"Knorr Cocktail Sauce 250ml","Knorr","4013300031328","1.69","250ml (1 l = 6,76 €)","Grillsaison","False","https://img.rewe-static.de/4584244/1981380_digital-image.png"
"Rauch Happy Day Mango 1l","Happy Day","9008700108829","1.99","1l","Grillsaison","True","https://img.rewe-static.de/5427592/3313160_digital-image.png"
"Miracel Whip Salatcreme Original 23% 250ml","Miracel Whip","4000339057726","1.99","250ml (1 l = 7,96 €)","Grillsaison","False","https://img.rewe-static.de/0159379/1603400_digital-image.png"
"La Cheteau Cremant de Loire Brut 0,75l","LaCheteau","3338580030924","7.49","0,75l (1 l = 9,99 €)","Grillsaison","False","https://img.rewe-static.de/0156894/2500420_digital-image.png"
"Toppits Frischhaltefolie 40m","Toppits","4008871200839","2.99","40m (1 m  = 0,07 €)","Grillsaison","False","https://img.rewe-static.de/7465394/21916263_digital-image.png"
"REWE Beste Wahl White Tiger Garnelen mediterrane Art 450g","REWE Beste Wahl","4337256292672","7.49","450g (1 kg = 16,64 €)","Grillsaison","False","https://img.rewe-static.de/7884977/33905162_digital-image.png"
"Zum Dorfkrug Sylter Salatfrische 250ml","Zum Dorfkrug","4260054650019","1.49","250ml (1 l = 5,96 €)","Grillsaison","True","https://img.rewe-static.de/0105029/3643080_digital-image.png"
"Hellmann's Chunky Burger Sauce 250ml","Hellmann's","8720182301710","1.99","250ml (1 l = 7,96 €)","Grillsaison","False","https://img.rewe-static.de/8722219/35691172_digital-image.png"
"Violife Greek White Block vegan 150g","Violife","5202390029301","2.99","150g (1 kg = 19,93 €)","Grillsaison","False","https://img.rewe-static.de/8858962/37292484_digital-image.png"
"Billie Green Veganer Bacon 90g","Billie Green","4099498000049","1.59","90g (1 kg = 17,67 €)","Grillsaison","True","https://img.rewe-static.de/8778253/36494897_digital-image.png"
"Billie Green Bratwurst Krakauer-Style vegan 180g","Billie Green","4099498000209","3.29","180g (1 kg = 18,28 €)","Grillsaison","False","https://img.rewe-static.de/7595627/42664408_digital-image.png"
"Rügenwalder Mühle Vegane Bundesliga Bratwurst 180g","Rügenwalder Mühle","4000405001752","2.69","180g (1 kg = 14,94 €)","Grillsaison","True","https://img.rewe-static.de/8734713/35321383_digital-image.png"
"Vivess Edelstahl Topfreiniger Extra Stark 3 Stück","Vivess","4337256038539","1.19","3 Stück","Grillsaison","False","https://img.rewe-static.de/7987300/31627074_digital-image.png"
"Butcher's Burger Round Bacon Bauchspeck 80g","Butcher's Burger","4337256098731","1.19","80g (1 kg = 14,88 €)","Grillsaison","True","https://img.rewe-static.de/8535145/32568779_digital-image.png"
"Milram Paprikaquark 185g","Milram","40466095","0.99","185g (1 kg = 5,35 €)","Grillsaison","True","https://img.rewe-static.de/8012283/31009296_digital-image.png"
"Heineken 0,0% alkoholfrei 6x0,33l","Heineken","8712000050122","5.99","6x0,33l (1 l = 3,03 €)","Grillsaison","False","https://img.rewe-static.de/3155899/26366593_digital-image.png"
"REWE Bio Marinierte Grüne Oliven 125g","REWE Bio","4337256733304","2.19","125g (1 kg = 17,52 €)","Grillsaison","False","https://img.rewe-static.de/9011926/42429520_digital-image.png"
"REWE Beste Wahl Angus Burger 300g, 2 Patties","REWE Beste Wahl","4337256149259","4.99","300g (1 kg = 16,63 €)","Grillsaison","False","https://img.rewe-static.de/8340533/30119966_digital-image.png"
"Baileys Original 0,7l","Baileys","5011013100156","12.99","0,70l (1 l = 18,56 €)","Grillsaison","False","https://img.rewe-static.de/1081977/3004730_digital-image.png"
"REWE Beste Wahl Honey Peppers mit Frischkäsecreme 150g","REWE Beste Wahl","4337256719179","2.29","150g (1 kg = 15,27 €)","Grillsaison","False","https://img.rewe-static.de/8996883/41923224_digital-image.png"
"Schweppes American Ginger Ale Zero 1,25l","Schweppes","4000140711947","1.89","1,25l (1 l = 1,51 €)","Grillsaison","False","https://img.rewe-static.de/8280671/31155271_digital-image.png"
"Popp Weißkrautsalat 220g","Popp","4045800771787","1.89","220g (1 kg = 8,59 €)","Grillsaison","False","https://img.rewe-static.de/1988551/22016155_digital-image.png"
"REWE Feine Welt Hüftsteak","REWE Feine Welt","2714800000006","8.03","1 Stück ca. 230 g (1 kg = 34,90 €)","Grillsaison","False","https://img.rewe-static.de/7815059/37096976_digital-image.png"
"Planted. Chicken Kräuter & Zitrone vegan 160g","planted.","7649994063511","2.99","160g (1 kg = 18,69 €)","Grillsaison","False","https://img.rewe-static.de/7728562/37502296_digital-image.png"
"REWE Beste Wahl Marinierte Oliven mit Chili 150g","REWE Beste Wahl","4337256724340","1.79","150g (1 kg = 11,93 €)","Grillsaison","False","https://img.rewe-static.de/9007268/41923237_digital-image.png"
"Meggle Kräuterbutter-Rolle Original 125g","Meggle","40349251","2.99","125g (1 kg = 23,92 €)","Grillsaison","False","https://img.rewe-static.de/4529464/25707403_digital-image.png"
"Heinz American Style Burger Sauce 220ml","Heinz","5900783007966","2.29","220ml (1 l = 10,41 €)","Grillsaison","False","https://img.rewe-static.de/2824894/35637912_digital-image.png"
"Cubers Ice Balls 1kg","NA","4260042350594","3.79","1kg","Grillsaison","False","https://img.rewe-static.de/3515031/33590056_digital-image.png"
"Dr. Oetker La Mia Familia Vier Käse 480g","Dr. Oetker","4001724051473","4.19","480g (1 kg = 8,73 €)","Grillsaison","False","https://img.rewe-static.de/8160409/48705964_digital-image.png"
"Schwartau Schokosauce 125ml","Schwartau","4011800043001","1.99","125ml (1 l = 15,92 €)","Grillsaison","False","https://img.rewe-static.de/4277775/2011100_digital-image.png"
"Krombacher Radler alkoholfrei 6x0,33l","Krombacher","4008287073669","3.69","6x0,33l (1 l = 1,86 €)","Grillsaison","True","https://img.rewe-static.de/0359850/1687870_digital-image.png"
"Kühne Senf mittelscharf Squeeze 250ml","Kühne","4012200222102","1.69","250ml (1 l = 6,76 €)","Grillsaison","False","https://img.rewe-static.de/2717870/25295919_digital-image.png"
"REWE Bio Rinderfilet 260g","REWE Bio","2188280000007","19.99","1 Stück ca. 260 g (1 kg = 76,90 €)","Grillsaison","False","https://img.rewe-static.de/2067249/22111810_digital-image.png"
"REWE Feine Welt Königliche Olive Ciabatta 300g","REWE Feine Welt","4337256329613","2.99","300g (1 kg = 9,97 €)","Grillsaison","False","https://img.rewe-static.de/0896658/5859980_digital-image.png"
"Heinz Bio Tomato Ketchup 500ml","Heinz","8715700125817","3.89","500ml (1 l = 7,78 €)","Grillsaison","False","https://img.rewe-static.de/9088931/43440214_digital-image.png"
"Andechser Natur Original Griechischer Bio- Feta 180g","Andechser Natur","4104060025518","3.49","180g (1 kg = 19,39 €)","Grillsaison","False","https://img.rewe-static.de/6777023/1667500_digital-image.png"
"Krombacher Pils alkoholfrei 6x0,33l","Krombacher","4008287052664","3.69","6x0,33l (1 l = 1,86 €)","Grillsaison","True","https://img.rewe-static.de/6489303/3747800_digital-image.png"
"Knorr Paprika Sauce Ungarische Art 250ml","Knorr","8710522890943","1.69","250ml (1 l = 6,76 €)","Grillsaison","False","https://img.rewe-static.de/7963249/31799250_digital-image.png"
"REWE Beste Wahl Cinnamon Roll Eiscreme 500ml","REWE Beste Wahl","4337256755726","2.79","500ml (1 l = 5,58 €)","Grillsaison","False","https://img.rewe-static.de/9028783/42584940_digital-image.png"
"REWE Bio Naturland Black Tiger Garnelen 256g","REWE Bio","4337256745079","7.79","256g (1 kg = 30,43 €)","Grillsaison","False","https://img.rewe-static.de/8670061/36086226_digital-image.png"
"Butcher's Barbecue Schweine Rückensteaks Black Garlic 3 Stück 450g","Butchers","4337256917957","4.44","450g (1 kg = 9,87 €)","Grillsaison","True","https://img.rewe-static.de/9933516/48448371_digital-image.png"
"Taifun Bio Demeter Japanische Bratfilets 160g","Taifun","4012359144003","3.29","160g (1 kg = 20,56 €)","Grillsaison","False","https://img.rewe-static.de/8773408/8770470_digital-image.png"
"REWE Bio Zitronen Sorbet 500ml","REWE Bio","4337256076340","2.49","500ml (1 l = 4,98 €)","Grillsaison","False","https://img.rewe-static.de/0535509/1077870_digital-image.png"
"Kikkoman Sojasauce 250ml","Kikkoman","8715035110304","4.29","250ml (1 l = 17,16 €)","Grillsaison","False","https://img.rewe-static.de/5740070/27132578_digital-image.png"
"REWE Beste Wahl Dattel Curry Dip 200g","REWE Beste Wahl","4337256765152","2.19","175g (1 kg = 12,51 €)","Grillsaison","False","https://img.rewe-static.de/9007478/42761693_digital-image.png"
"Mumm & Co Sekt Rosé trocken 0,75l","Mumm & Co.","4011900518102","6.49","0,75l (1 l = 8,65 €)","Grillsaison","False","https://img.rewe-static.de/0569967/35394505_digital-image.png"
"Meggle Kräuter-Tube vegan 80ml","Meggle","4034900011244","2.49","80ml (1 l = 31,13 €)","Grillsaison","False","https://img.rewe-static.de/7814816/35135529_digital-image.png"
"Deit Orange 6x0,75l","Deit","4019313006094","7.14","6x0,75l (1 l = 1,59 €)","Grillsaison","False","https://img.rewe-static.de/0574151/23596908_digital-image.png"
"REWE Bio Naturland Vanille Eiscreme 500ml","REWE Bio","4337256572514","2.49","500ml (1 l = 4,98 €)","Grillsaison","False","https://img.rewe-static.de/0959591/38930913_digital-image.png"
"Zum Dorfkrug Sylter Salatfrische Die Leichte 250ml","Zum Dorfkrug","4260054650729","1.49","250ml (1 l = 5,96 €)","Grillsaison","True","https://img.rewe-static.de/2747141/24890028_digital-image.png"
"Like Chicken Filet vegan 180g","LikeMeat","4260380664483","3.29","180g (1 kg = 18,28 €)","Grillsaison","False","https://img.rewe-static.de/7811248/35209604_digital-image.png"
"REWE Beste Wahl Couscoussalat 200g","REWE Beste Wahl","4337256035347","1.49","200g (1 kg = 7,45 €)","Grillsaison","False","https://img.rewe-static.de/8767550/35601018_digital-image.png"
"REWE Beste Wahl Mehrkornbaguette 175g","REWE Beste Wahl","4337256765077","1.29","175g (1 kg = 7,37 €)","Grillsaison","False","https://img.rewe-static.de/8695087/35617592_digital-image.png"
"REWE Feine Welt Kalamata Oliven ohne Stein 135g","REWE Feine Welt","4337256802772","2.49","135g (1 kg = 18,44 €)","Grillsaison","False","https://img.rewe-static.de/0674771/5245320_digital-image.png"
"REWE Bio Vollkornbaguette 300g","REWE Bio","4337256670791","2.39","300g (1 kg = 7,97 €)","Grillsaison","False","https://img.rewe-static.de/8962703/41226394_digital-image.png"
"San Pellegrino Naturali Pompelmo 0,33l","San Pellegrino","8002270576805","1.19","0,33l (1 l = 3,61 €)","Grillsaison","False","https://img.rewe-static.de/8693499/34639284_digital-image.png"
"followfish Bio-Garnelen 160g","Followfish","4250073450752","6.99","160g (1 kg = 43,69 €)","Grillsaison","False","https://img.rewe-static.de/1216464/12600550_digital-image.png"
"Knorr Chili Sauce 250ml","Knorr","4013300031281","1.69","250ml (1 l = 6,76 €)","Grillsaison","False","https://img.rewe-static.de/4584198/10694630_digital-image.png"
"Rücker Vega Lecker Bio Mozzalina vegan 100g","Rücker","4008960228164","1.79","100g (1 kg = 17,90 €)","Grillsaison","False","https://img.rewe-static.de/7738240/36292685_digital-image.png"
"The Vegetarian Butcher Chick-Eria Filets vegan 180g","The Vegetarian Butcher","8720182436627","3.49","180g (1 kg = 19,39 €)","Grillsaison","False","https://img.rewe-static.de/7776274/36926707_digital-image.png"
"REWE Feine Welt Schokoladen-Eiscreme 480ml","REWE Feine Welt","4337256375832","2.99","480ml (1 l = 6,23 €)","Grillsaison","False","https://img.rewe-static.de/1075076/8963560_digital-image.png"
"Rauch Happy Day Erdbeere 1l","Happy Day","9008700120258","1.99","1l","Grillsaison","True","https://img.rewe-static.de/5386160/988920_digital-image.png"
"Garden Gourmet Sensational Burger vegan 226g","Garden Gourmet","7613036915076","3.19","226g (1 kg = 14,12 €)","Grillsaison","False","https://img.rewe-static.de/8305884/31274511_digital-image.png"
"Popp Jubiläums-Kartoffelsalat Gurke, Zwiebel & Ei 400g","Popp","4045800700442","1.89","400g (1 kg = 4,73 €)","Grillsaison","True","https://img.rewe-static.de/8025564/30823356_digital-image.png"
"Bacardi Razz Mojito 0,25l","Bacardi","7610113017937","2.79","0,25l (1 l = 11,16 €)","Grillsaison","False","https://img.rewe-static.de/8726002/36876415_digital-image.png"
"REWE Bio Rhabarber-Schorle 0,75l","REWE Bio","4337256386302","1.99","0,75l (1 l = 2,65 €)","Grillsaison","False","https://img.rewe-static.de/7293092/28814275_digital-image.png"
"REWE Feine Welt Datteln im Speckmantel 150g","REWE Feine Welt","4337256982443","3.69","150g (1 kg = 24,60 €)","Grillsaison","False","https://img.rewe-static.de/2839599/25367070_digital-image.png"
"REWE Beste Wahl White Tiger Garnelen 450g","REWE Beste Wahl","4337256498975","7.49","450g (1 kg = 16,64 €)","Grillsaison","False","https://img.rewe-static.de/8352159/30547932_digital-image.png"
"La Gioiosa Prosecco Frizzante 0,75l","La Gioiosa","8006805146013","7.69","0,75l (1 l = 10,25 €)","Grillsaison","False","https://img.rewe-static.de/0321558/7433190_digital-image.png"
"Schär Wraps glutenfrei 160g","Schär","8008698011683","2.89","160g (1 kg = 18,06 €)","Grillsaison","False","https://img.rewe-static.de/2411183/26941044_digital-image.png"
"REWE Feine Welt Mango-Minz Dressing vegan 200ml","REWE Feine Welt","42015956","1.49","200ml (1 l = 7,45 €)","Grillsaison","False","https://img.rewe-static.de/7621399/42513120_digital-image.png"
"Garden Gourmet Vegane Filet-Streifen 175g","Garden Gourmet","7290109359021","2.99","175g (1 kg = 17,09 €)","Grillsaison","False","https://img.rewe-static.de/7055925/26686054_digital-image.png"
"Simply V Streichzart Kräuter vegan 150g","Simply V","4002468180849","1.99","150g (1 kg = 13,27 €)","Grillsaison","True","https://img.rewe-static.de/2857327/43168262_digital-image.png"
"REWE Feine Welt Nocellara Oliven mit Stein 135g","REWE Feine Welt","4337256834254","2.49","135g (1 kg = 18,44 €)","Grillsaison","False","https://img.rewe-static.de/0674769/5245280_digital-image.png"
"Oatly Aufstrich Gurke & Knoblauch 150g","Oatly","7394376617157","1.99","150g (1 kg = 13,27 €)","Grillsaison","False","https://img.rewe-static.de/8020972/30670851_digital-image.png"
"REWE Bio Getrocknete Tomaten 125g","REWE Bio","4337256739221","2.69","125g (1 kg = 21,52 €)","Grillsaison","False","https://img.rewe-static.de/7633625/42429513_digital-image.png"
"Heineken 6x0,33l","Heineken","8712000029296","5.99","6x0,33l (1 l = 3,03 €)","Grillsaison","False","https://img.rewe-static.de/0701771/5260400_digital-image.png"
"REWE Feine Welt Fleur de Sel 130g","REWE Feine Welt","4388844151178","3.29","130g (1 kg = 25,31 €)","Grillsaison","False","https://img.rewe-static.de/2191019/23324591_digital-image.png"
"Schwartau Erdbeersauce 125ml","Schwartau","4011800040000","1.99","125ml (1 l = 15,92 €)","Grillsaison","False","https://img.rewe-static.de/4580044/9232490_digital-image.png"
"Petrella Frischcreme mit Schnittlauch vegan 125g","Petrella","4020300961180","2.19","125g (1 kg = 17,52 €)","Grillsaison","False","https://img.rewe-static.de/8960570/38391155_digital-image.png"
"The Vegetarian Butcher Wie'n Schnitzel vegan 180g","The Vegetarian Butcher","8720182194053","3.19","180g (1 kg = 17,72 €)","Grillsaison","False","https://img.rewe-static.de/8653611/34183234_digital-image.png"
"REWE Feine Welt Chorizo Duroc 220g","REWE Feine Welt","4337256685719","3.29","220g (1 kg = 14,95 €)","Grillsaison","False","https://img.rewe-static.de/8287419/29275963_digital-image.png"
"Island Bay Weißwein Sauvignon Blanc trocken 0,75l","Weinfreunde","4002287016503","6.49","0,75l (1 l = 8,65 €)","Grillsaison","False","https://img.rewe-static.de/1195534/39819991_digital-image.png"
"Knorr Schaschlik Sauce 250ml","Knorr","4013300031250","1.69","250ml (1 l = 6,76 €)","Grillsaison","False","https://img.rewe-static.de/4706340/8128240_digital-image.png"
"Deutsches Weintor Weißwein Grauer Burgunder trocken 0,75l","Deutsches Weintor","4018300301518","5.29","0,75l (1 l = 7,05 €)","Grillsaison","False","https://img.rewe-static.de/4653440/26582044_digital-image.png"
"Patros Würfel in Öl 300g","Patros","4002671158086","3.69","300g (1 kg = 12,30 €)","Grillsaison","False","https://img.rewe-static.de/7833712/40865810_digital-image.png"
"Bertolli Bio Natives Olivenöl Extra 500ml","Bertolli","8002470024595","8.99","500g (1 kg = 17,98 €)","Grillsaison","False","https://img.rewe-static.de/7251096/27890484_digital-image.png"
"Bref Backofen & Grill 500ml","Bref Power","4015000019040","3.59","500ml (1 l = 7,18 €)","Grillsaison","False","https://img.rewe-static.de/0181013/5403740_digital-image.png"
"Löwensenf Extra scharf 250ml","Löwensenf","42094722","1.89","250ml (1 l = 7,56 €)","Grillsaison","False","https://img.rewe-static.de/4584376/3872970_digital-image.png"
"Blanchet Rosé de France trocken 0,75l","Blanchet","4001731814993","3.99","0,75l (1 l = 5,32 €)","Grillsaison","False","https://img.rewe-static.de/0366682/10018330_digital-image.png"
"Vivess Papp-Becher 15x0,3l","Vivess","4388860422610","2.29","15 Stück","Grillsaison","False","https://img.rewe-static.de/8040924/30917783_digital-image.png"
"Schweppes White Peach 1,25l","Schweppes","4000140714931","1.89","1,25l (1 l = 1,51 €)","Grillsaison","False","https://img.rewe-static.de/7826248/36139250_digital-image.png"
"Planted. Chicken natur vegan 160g","planted.","7649994063504","2.99","160g (1 kg = 18,69 €)","Grillsaison","False","https://img.rewe-static.de/8856657/37502290_digital-image.png"
"Milram Frühlingsquark 7-Kräuter 185g","Milram","40466071","0.99","185g (1 kg = 5,35 €)","Grillsaison","True","https://img.rewe-static.de/8419822/37567083_digital-image.png"
"Rauch Happy Day Cocos-Ananas 1l","Happy Day","9008700150095","1.99","1l","Grillsaison","True","https://img.rewe-static.de/1091496/10228780_digital-image.png"
"Gazi Schafskäse 150g","Gazi","4002566114012","2.89","150g (1 kg = 19,27 €)","Grillsaison","False","https://img.rewe-static.de/7711509/37883476_digital-image.png"
"Teekanne frio Himbeere-Zitrone 45g, 18 Beutel","Teekanne","4009300011767","2.89","45g (1 kg = 64,22 €)","Grillsaison","False","https://img.rewe-static.de/2126927/22250616_digital-image.png"
"Deit Zitrone trüb 6x0,75l","Deit","4019313006100","7.14","6x0,75l (1 l = 1,59 €)","Grillsaison","False","https://img.rewe-static.de/0574153/22591069_digital-image.png"
"Meggle Kräuterbutter Trio 100g","Meggle","4034900006103","2.49","100g (1 kg = 24,90 €)","Grillsaison","False","https://img.rewe-static.de/7813928/35135575_digital-image.png"
"Schär Mini-Baguette glutenfrei 150g","Schär","8008698003213","2.49","150g (1 kg = 16,60 €)","Grillsaison","False","https://img.rewe-static.de/1108133/22762626_digital-image.png"
"Corona Extra 6x0,35l","Corona","7501064191527","5.99","6x355ml (1 l = 2,81 €)","Grillsaison","True","https://img.rewe-static.de/1306571/40032332_digital-image.png"
"REWE Bio Naturland Schokoladen Eiscreme 500ml","REWE Bio","4337256575225","2.49","500ml (1 l = 4,98 €)","Grillsaison","False","https://img.rewe-static.de/0959592/38930918_digital-image.png"
"Kühne Barbecue Sauce 250ml","Kühne","4012200383803","1.69","250ml (1 l = 6,76 €)","Grillsaison","False","https://img.rewe-static.de/6725155/13782570_digital-image.png"
"Ostmann Tomaten Mozzarella Gewürzsalz 60g","Ostmann","4002674045888","2.29","60g (1 kg = 38,17 €)","Grillsaison","False","https://img.rewe-static.de/7075038/31504879_digital-image.png"
"Bresso Frischkäse Knoblauch & Kräuter vegan 140g","Bresso","3272770016100","2.49","140g (1 kg = 17,79 €)","Grillsaison","False","https://img.rewe-static.de/8854460/36833058_digital-image.png"
"Butcher's Beef Burger Patties Charolais 230g","Butcher's Burger","4337256398671","4.99","230g (1 kg = 21,70 €)","Grillsaison","False","https://img.rewe-static.de/7824007/35760103_digital-image.png"
"Dr. Oetker La Mia Familia Tomate & Paprika 480g","Dr. Oetker","4001724051442","4.19","480g (1 kg = 8,73 €)","Grillsaison","False","https://img.rewe-static.de/9902801/48765753_digital-image.png"
"Robby Bubble Berry alkoholfrei 0,75l","Robby Bubble","4001681980601","2.49","0,75l (1 l = 3,32 €)","Grillsaison","True","https://img.rewe-static.de/8157579/28360172_digital-image.png"
"REWE Feine Welt Salsiccia Peperoncino 300g","REWE Feine Welt","4337256658768","4.99","300g (1 kg = 16,63 €)","Grillsaison","False","https://img.rewe-static.de/8287337/29275955_digital-image.png"
"REWE Beste Wahl Hummus Harissa vegan 200g","REWE Beste Wahl","4337256717885","1.69","200g (1 kg = 8,45 €)","Grillsaison","False","https://img.rewe-static.de/9004497/41928468_digital-image.png"
"REWE Beste Wahl Buchen Grillbriketts 3kg","REWE Beste Wahl","4337256558723","5.99","3kg (1 kg = 2 €)","Grillsaison","False","https://img.rewe-static.de/7715755/39067155_digital-image.png"
"Hellmann's Lime & Avocado Style Sauce vegan 250ml","Hellmann's","8720182308016","1.99","250ml (1 l = 7,96 €)","Grillsaison","False","https://img.rewe-static.de/8723422/35690834_digital-image.png"
"Biorebe Bio Weißwein Chardonnay trocken 0,75l","Biorebe","4003301018459","4.99","0,75l (1 l = 6,65 €)","Grillsaison","False","https://img.rewe-static.de/0627285/6286890_digital-image.png"
"Planted. Steak Vegan 120g","planted.","7630294503975","3.99","120g (1 kg = 33,25 €)","Grillsaison","False","https://img.rewe-static.de/9854264/48988351_digital-image.png"
"Mazola Rapsöl 750ml","Mazola","4000540040302","4.49","750ml (1 l = 5,99 €)","Grillsaison","False","https://img.rewe-static.de/8414595/31155946_digital-image.png"
"REWE Bio Tapas Grüne Peperoni mit Frischkäse 120g","REWE Bio","4337256956918","1.99","120g (1 kg = 16,58 €)","Grillsaison","False","https://img.rewe-static.de/9894541/48115631_digital-image.png"
"REWE Bio Hähnchen Brustfilet Joghurt Paprika 320g","REWE Bio","2794070000005","9.57","1 Stück ca. 320 g (1 kg = 29,90 €)","Grillsaison","False","https://img.rewe-static.de/7034166/27899546_digital-image.png"
"Butcher's Barbecue Merguez Rinder-Bratwurst 5 Stück 250g","Butchers","26385709","4.79","250g (1 kg = 19,16 €)","Grillsaison","False","https://img.rewe-static.de/9925312/48596715_digital-image.png"
"REWE Bio Gegrillte Artischocken 125g","REWE Bio","4337256739412","2.69","125g (1 kg = 21,52 €)","Grillsaison","False","https://img.rewe-static.de/9015821/42429506_digital-image.png"
"Gazi Bio Tofu Natur 200g","Gazi","4002566031111","2.19","200g (1 kg = 10,95 €)","Grillsaison","False","https://img.rewe-static.de/8791178/37459360_digital-image.png"
"Paulaner Weißbier-Zitrone 0,0% alkoholfrei 6x0,33l","Paulaner","4066600545255","5.49","6x0,33l (1 l = 2,77 €)","Grillsaison","False","https://img.rewe-static.de/8527244/32445500_digital-image.png"
"III Freunde Weißwein Grauburgunder trocken 0,75l","NA","4260638760004","9.9","0,75l (1 l = 13,20 €)","Grillsaison","False","https://img.rewe-static.de/7275479/27809170_digital-image.png"
"Rotkäppchen Fruchtsecco Granatapfel 0,75l","Rotkäppchen-Mumm","4014741641015","4.99","0,75l (1 l = 6,65 €)","Grillsaison","False","https://img.rewe-static.de/2115694/22265926_digital-image.png"
